forecast_id,origin,turbine_id,timestamp,lead_hour,power,lower,upper
3,2026-01-31T19:00:00+00:00,1,2026-01-31T19:00:00+00:00,0,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-01-31T20:00:00+00:00,1,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-01-31T21:00:00+00:00,2,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-01-31T22:00:00+00:00,3,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-01-31T23:00:00+00:00,4,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-02-01T00:00:00+00:00,5,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-02-01T01:00:00+00:00,6,0.010000085102853464,0.0,0.04912820134814505
3,2026-01-31T19:00:00+00:00,1,2026-02-01T02:00:00+00:00,7,0.01010124301753742,0.0,0.049229359262829
3,2026-01-31T19:00:00+00:00,1,2026-02-01T03:00:00+00:00,8,0.021056730415108554,0.0,0.06018484666040014
3,2026-01-31T19:00:00+00:00,1,2026-02-01T04:00:00+00:00,9,0.023055583221541463,0.0,0.062183699466833046
3,2026-01-31T19:00:00+00:00,1,2026-02-01T05:00:00+00:00,10,0.011741934323206577,0.0,0.05087005056849816
3,2026-01-31T19:00:00+00:00,1,2026-02-01T06:00:00+00:00,11,0.02390016518661972,0.0,0.0630282814319113
3,2026-01-31T19:00:00+00:00,1,2026-02-01T07:00:00+00:00,12,0.03749529602736596,0.0,0.07662341227265754
3,2026-01-31T19:00:00+00:00,1,2026-02-01T08:00:00+00:00,13,0.050378579516799304,0.011250463271507721,0.08950669576209089
3,2026-01-31T19:00:00+00:00,1,2026-02-01T09:00:00+00:00,14,0.054013975204316396,0.014885858959024813,0.09314209144960797
3,2026-01-31T19:00:00+00:00,1,2026-02-01T10:00:00+00:00,15,0.05561941776352805,0.016491301518236468,0.09474753400881963
3,2026-01-31T19:00:00+00:00,1,2026-02-01T11:00:00+00:00,16,0.15234962849062544,0.11322151224533386,0.19147774473591703
3,2026-01-31T19:00:00+00:00,1,2026-02-01T12:00:00+00:00,17,0.15762081022511146,0.11849269397981987,0.19674892647040304
3,2026-01-31T19:00:00+00:00,1,2026-02-01T13:00:00+00:00,18,0.1741722968866262,0.1350441806413346,0.21330041313191778
3,2026-01-31T19:00:00+00:00,1,2026-02-01T14:00:00+00:00,19,0.20187297833583007,0.16274486209053848,0.24100109458112165
3,2026-01-31T19:00:00+00:00,1,2026-02-01T15:00:00+00:00,20,0.2510253343447002,0.21189721809940862,0.29015345058999176
3,2026-01-31T19:00:00+00:00,1,2026-02-01T16:00:00+00:00,21,0.22434525240186537,0.1852171361565738,0.263473368647157
3,2026-01-31T19:00:00+00:00,1,2026-02-01T17:00:00+00:00,22,0.21917158816659954,0.18004347192130796,0.2582997044118911
3,2026-01-31T19:00:00+00:00,1,2026-02-01T18:00:00+00:00,23,0.19968342874840578,0.1605553125031142,0.23881154499369736
3,2026-01-31T19:00:00+00:00,1,2026-02-01T19:00:00+00:00,24,0.20783341912952152,0.16870530288422994,0.2469615353748131
3,2026-01-31T19:00:00+00:00,1,2026-02-01T20:00:00+00:00,25,0.23626183539874324,0.19713371915345165,0.2753899516440348
3,2026-01-31T19:00:00+00:00,1,2026-02-01T21:00:00+00:00,26,0.25071176676581686,0.21158365052052527,0.2898398830111084
3,2026-01-31T19:00:00+00:00,1,2026-02-01T22:00:00+00:00,27,0.2434938257627911,0.20436570951749952,0.28262194200808266
3,2026-01-31T19:00:00+00:00,1,2026-02-01T23:00:00+00:00,28,0.25258597561127116,0.21345785936597958,0.2917140918565627
3,2026-01-31T19:00:00+00:00,1,2026-02-02T00:00:00+00:00,29,0.27929337991015457,0.240165263664863,0.3184214961554461
3,2026-01-31T19:00:00+00:00,1,2026-02-02T01:00:00+00:00,30,0.31099337991015463,0.2718652636648631,0.3501214961554462
