timestamp,turbine_id,normalized_power,lower,upper,wind_speed,temperature
2026-09-23T13:00:00+00:00,1,0.4592244520313045,0.4200963357860129,0.49835256827659613,7.56,23.0
2026-09-23T14:00:00+00:00,1,0.4601501861119989,0.4210220698667073,0.49927830235729054,7.51,21.8
2026-09-23T15:00:00+00:00,1,0.2892438184527669,0.25011570220747537,0.3283719346980585,6.44,20.8
2026-09-23T16:00:00+00:00,1,0.23627656511676368,0.1971484488714721,0.27540468136205526,5.93,19.9
2026-09-23T17:00:00+00:00,1,0.1911672236643841,0.15203910741909252,0.23029533990967568,5.46,18.9
2026-09-23T18:00:00+00:00,1,0.10978864417840688,0.0706605279331153,0.14891676042369845,4.67,17.3
2026-09-23T19:00:00+00:00,1,0.03588199147043836,0.0,0.07501010771572994,3.09,15.8
2026-09-23T20:00:00+00:00,1,0.0,0.0,0.0,2.25,15.0
2026-09-23T21:00:00+00:00,1,0.0,0.0,0.0,1.95,14.3
2026-09-23T22:00:00+00:00,1,0.0,0.0,0.0,1.17,13.9
2026-09-23T23:00:00+00:00,1,0.0,0.0,0.0,0.72,13.6
2026-09-24T00:00:00+00:00,1,0.0,0.0,0.0,0.45,13.3
2026-09-24T01:00:00+00:00,1,0.0,0.0,0.0,1.22,13.4
2026-09-24T02:00:00+00:00,1,0.022206287865457162,0.0,0.061334404110748746,2.65,16.9
2026-09-24T03:00:00+00:00,1,0.03797868978887785,0.0,0.07710680603416943,3.09,20.3
2026-09-24T04:00:00+00:00,1,0.07879284120622564,0.03966472496093405,0.11792095745151722,4.02,21.7
2026-09-24T05:00:00+00:00,1,0.1352339829420283,0.09610586669673671,0.17436209918731987,4.78,23.2
2026-09-24T06:00:00+00:00,1,0.11201364715558863,0.07288553091029705,0.1511417634008802,4.53,24.9
2026-09-24T07:00:00+00:00,1,0.03305945429469544,0.0,0.07218757053998702,2.92,26.1
2026-09-24T08:00:00+00:00,1,0.0,0.0,0.0,1.61,27.0
2026-09-24T09:00:00+00:00,1,0.02394677751004736,0.0,0.06307489375533895,2.5,27.8
2026-09-24T10:00:00+00:00,1,0.11619048993505639,0.0770623736897648,0.15531860618034798,4.52,28.0
2026-09-24T11:00:00+00:00,1,0.2995455307358791,0.26041741449058753,0.33867364698117064,6.46,27.2
2026-09-24T12:00:00+00:00,1,0.2666620695082781,0.2275339532629865,0.30579018575356964,6.19,25.7
2026-09-24T13:00:00+00:00,1,0.28077823962293535,0.24165012337764377,0.3199063558682269,6.32,23.3
2026-09-24T14:00:00+00:00,1,0.22430530427828843,0.18517718803299685,0.26343342052358,5.74,21.6
2026-09-24T15:00:00+00:00,1,0.08046102791034661,0.041332911665055025,0.11958914415563819,3.96,20.3
2026-09-24T16:00:00+00:00,1,0.06079840284413376,0.021670286598842174,0.09992651908942535,3.58,19.6
2026-09-24T17:00:00+00:00,1,0.10521476711407052,0.06608665086877893,0.1443428833593621,4.37,19.6
2026-09-24T18:00:00+00:00,1,0.06133094301173083,0.022202826766439247,0.10045905925702242,3.64,18.8
2026-09-24T19:00:00+00:00,1,0.056461731329715686,0.017333615084424103,0.09558984757500727,3.61,18.1
2026-09-24T20:00:00+00:00,1,0.042331213418289375,0.0032030971729977917,0.08145932966358096,3.35,16.6
2026-09-24T21:00:00+00:00,1,0.1003505281522919,0.06122241190700031,0.13947864439758348,4.53,16.3
2026-09-24T22:00:00+00:00,1,0.13361835063231517,0.09449023438702359,0.17274646687760675,4.91,15.3
2026-09-24T23:00:00+00:00,1,0.1808770015903263,0.14174888534503471,0.22000511783561788,5.42,14.1
2026-09-25T00:00:00+00:00,1,0.24223193881196234,0.20310382256667076,0.2813600550572539,6.02,13.9
2026-09-25T01:00:00+00:00,1,0.3392688052436479,0.30014068899835633,0.37839692148893944,6.71,14.6
2026-09-25T02:00:00+00:00,1,0.3391171090087469,0.29998899276345536,0.3782452252540385,6.77,15.7
2026-09-25T03:00:00+00:00,1,0.18663997156966633,0.14751185532437475,0.2257680878149579,5.52,16.3
2026-09-25T04:00:00+00:00,1,0.17490144189960738,0.1357733256543158,0.21402955814489896,5.33,17.1
2026-09-25T05:00:00+00:00,1,0.1184543434388853,0.07932622719359372,0.1575824596841769,4.76,18.8
2026-09-25T06:00:00+00:00,1,0.11364543034228508,0.0745173140969935,0.15277354658757666,4.62,20.8
2026-09-25T07:00:00+00:00,1,0.1430813509385839,0.10395323469329232,0.18220946718387548,4.9,22.9
2026-09-25T08:00:00+00:00,1,0.14606769804012526,0.10693958179483368,0.18519581428541684,4.91,24.5
2026-09-25T09:00:00+00:00,1,0.11955596970980804,0.08042785346451646,0.15868408595509964,4.66,25.2
2026-09-25T10:00:00+00:00,1,0.149774219722118,0.11064610347682641,0.18890233596740957,5.0,25.1
2026-09-25T11:00:00+00:00,1,0.2009211320537218,0.16179301580843022,0.2400492482990134,5.7,24.3
2026-09-25T12:00:00+00:00,1,0.20324904527132406,0.16412092902603248,0.24237716151661565,5.65,23.1
2026-09-23T13:00:00+00:00,2,0.4410578678703908,0.4056104005756218,0.4765053351651598,7.56,23.0
2026-09-23T14:00:00+00:00,2,0.4410578678703908,0.4056104005756218,0.4765053351651598,7.51,21.8
2026-09-23T15:00:00+00:00,2,0.28286717218318114,0.24741970488841214,0.31831463947795013,6.44,20.8
2026-09-23T16:00:00+00:00,2,0.2267276174910309,0.1912801501962619,0.2621750847857999,5.93,19.9
